address,name,account_type,type
0x2778dfe3c42f9fb4103dc0e12848298ce05adba6,3bf0dfd3-495e-11ec-929f-244bfed082ba,eoa,Exchange
0x5f904b5a25852497c63d11fe4edde4ae4ce07c67,3bf0f3aa-495e-11ec-929f-244bfed082ba,eoa,Exchange
